sku;title;descrFiscal;ean;dun;marca_original;classe;conservacao;pesoLiquido;pesoBruto;url
374688;COSTELA SUÍNA INTEIRA - PALMALI;A Costela Suína Inteira da Palmali é um corte saboroso e suculento, perfeito para assados ou churrascos. Congelada para manter a frescura, cada caixa contém entre 3 e 6 unidades, garantindo qualidade em cada refeição. Ideal para quem aprecia um bom prato à base de carne suína. Origem: Suíno | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 6;0789744840373;;PALMALI;Bovinos;Congelado;;22.000 kg (Caixa);https://www.friboionline.com.br/product/costela-suina-inteira-palmali-suino-congelado/374688
374728;COXA E SOBRECOXA INDIVIDUAL (20KG) PACOTE - LAR;Coxa e sobrecoxa individual congelada (20kg pacote), prática e versátil para diversos preparos. Perfeita para otimizar tempo e manter sabor consistente no seu estabelecimento. Origem: Ave | Quantidade Mínima da Caixa: 16 | Quantidade Máxima da Caixa: 25;;;LAR;Aves;Congelado;20 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-individual-20kg-pacote-lar-ave-congelado/374728
375029;BATATA PALITO 10MM PACOTE (2KG) - PRIME FRIES;A Batata Palito 10mm Pacote (2kg) da Prime Fries é o acompanhamento perfeito para qualquer refeição. Congelada para garantir crocância, cada embalagem contém 6 pacotes, prontos para serem fritos ou assados. Ideal para lanches ou jantares, é uma opção prática que agrada a todos. Quantidade Mínima da Caixa: 6 | Quantidade Máxima da Caixa: 6;0789862359003;;PRIME FRIES;Outros;Congelado;2 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/batata-palito-10mm-pacote-2kg-prime-fries-vegetal-congelado/375029
375128;SASSAMI DE FRANGO INDIVIDUAL PACOTE - PIONEIRO;O sassami de frango embalado individualmente é um corte macio e de preparo rápido, com fibras delicadas e sabor suave. Ideal para grelhados e preparações leves, oferece excelente rendimento e facilidade no uso. A embalagem individual facilita o controle de porções e o armazenamento. Origem: Ave | Quantidade Mínima da Caixa: 19 | Quantidade Máxima da Caixa: 21;0789822806869;;TERCEIROS;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/sassami-de-frango-individual-pacote-pioneiro-ave-congelado/375128
375151;COXA E SOBRECOXA SEM OSSO PACOTE (18KG) - BIG FRANGO;A Coxa e Sobrecoxa Sem Osso Pacote (18kg) da Big Frango é uma opção saborosa e prática. Com qualidade garantida, cada embalagem contém 18 unidades, congeladas para manter a frescura. Ideal para assar, grelhar ou cozinhar, é uma escolha que promete agradar a todos em qualquer refeição. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 18;0789822985588;;BIG FRANGO;Aves;Congelado;18 kg;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-sem-osso-pacote-18kg-big-frango-ave-congelado/375151
375181;COXA E SOBRECOXA INDIVIDUAL PACOTE - GUJÃO;A Coxa e Sobrecoxa de Frango Gujão é uma opção suculenta e versátil, ideal para assados, frituras e receitas do dia a dia. Indicada para food service e varejo, oferece bom rendimento, sabor e qualidade em proteína de ave. Origem: Ave;0789829706011;;GUJÃO;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-individual-pacote-gujao-ave-congelado/375181
375191;SOBRECOXA COM OSSO E COM PELE INTERFOLHADA - C.VALE;A Sobrecoxa de Frango C.Vale com osso e com pele interfolhada é sinônimo de suculência e sabor. Ideal para assados, grelhados e preparações variadas, facilita o manuseio no food service e reduz desperdícios. Uma excelente escolha para quem busca qualidade, praticidade e ótimo rendimento. Origem: Ave | Quantidade Mínima da Caixa: 1;;;C.VALE;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/sobrecoxa-com-osso-e-com-pele-interfolhada-cvale-ave-congelado/375191
375212;SALSICHA AO MOLHO (300G) - ANGLO;Salsicha ao Molho (300g) Anglo é uma opção saborosa e prática, a Salsicha ao Molho Anglo é perfeita para diversas ocasiões. Com 300g, ela é ideal para ser servida em festas ou como um lanche rápido. Armazenada em temperatura ambiente, a salsicha oferece praticidade e sabor para seu negócio.;0789843086699;;ANGLO;Embutidos e Processados;Temperatura Ambiente;300 g;7.200 kg (Caixa);https://www.friboionline.com.br/product/salsicha-ao-molho-300g-anglo-industrializado-ambiente/375212
375218;BATATA PALITO 10MM PACOTE (400G) - QUALITY FRIES;A Batata Palito 10mm Quality Fries é crocante por fora e macia por dentro. Ideal para fritadeiras, fornos e operações profissionais. Produto congelado, com padronização de corte e excelente rendimento. Quantidade Mínima da Caixa: 25 | Quantidade Máxima da Caixa: 25;0789894521002;;QUALITY FRIES;Outros;Congelado;400 g;10.000 kg (Caixa);https://www.friboionline.com.br/product/batata-palito-10mm-pacote-400g-quality-fries-vegetal-congelado/375218
375851;BISTECA SUÍNA - PALMALI;A Bisteca Suína da Palmali é um corte saboroso e suculento, perfeito para grelhar ou assar. Com qualidade garantida, cada caixa contém entre 9 e 11 peças, congeladas para preservar frescura. Ideal para quem busca um prato suculento e cheio de sabor. Origem: Suíno | Quantidade Mínima da Caixa: 9 | Quantidade Máxima da Caixa: 11;0789744840968;;PALMALI;Suínos;Congelado;;10.500 kg (Caixa);https://www.friboionline.com.br/product/bisteca-suina-palmali-suino-congelado/375851
375953;PERNIL SUÍNO SEM OSSO - ALIBEM;O Pernil Suíno Sem Osso da Alibem é uma opção suculenta e prática, perfeita para assados e cozidos. Com uma caixa contendo 2 unidades, esse corte de carne é ideal para quem busca sabor e versatilidade nas refeições. Congelado para garantir frescura, é uma escolha que traz qualidade. Origem: Suíno | Quantidade Mínima da Caixa: 2 | Quantidade Máxima da Caixa: 2;0789833558001;;ALIBEM;Suínos;Congelado;;20.500 kg (Caixa);https://www.friboionline.com.br/product/pernil-suino-sem-osso-alibem-suino-congelado/375953
376026;CORAÇÃO DE FRANGO ARGENTINA PACOTE (1KG) - POLLOLIN;O coração de frango argentino congelado em pacotes de 1kg é ideal para estabelecimentos que buscam produtos padronizados e de alta qualidade. Mantém sabor, textura e suculência consistentes, sendo perfeito para grelhar, assar ou preparar receitas elaboradas, garantindo praticidade e eficiência. Origem: Ave;;;POLLOLIN;Aves;Congelado;1 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/coracao-de-frango-argentina-pacote-1kg-pollolin-ave-congelado/376026
376042;COSTELA SUÍNA TIRAS - SAUDALI;A Costela Suína Tiras da Saudali é uma opção saborosa e prática, ideal para grelhar ou assar. Com 12 a 15 unidades por embalagem, garante frescor e qualidade em cada pedaço. Uma excelente escolha para quem busca sabor e praticidade em suas refeições. Origem: Suíno | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 15;0789822938270;;SAUDALI;Bovinos;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/costela-suina-tiras-saudali-suino-congelado/376042
376252;FILÉ DE COXA E SOBRECOXA COM PELE PACOTE - LAR;O Filé de Coxa e Sobrecoxa com Pele Pacote Lar é um corte removido da perna inteira da ave, desossado mas mantendo a pele, o que garante maior suculência e sabor durante o preparo. É extremamente versátil, sendo ideal para uso em grelhados, assados e cozidos em receitas tradicionais que exigem uma carne úmida e saborosa. Este produto interfolhado e congelado é perfeito para churrascarias, restaurantes comerciais e buffets, facilitando o manuseio na cozinha. Para o varejo, como mercados e açougues, oferece uma excelente apresentação de balcão, podendo ser comercializado inteiro ou separado. Origem: Ave | Quantidade Mínima da Caixa: 10 | Quantidade Máxima da Caixa: 30;;;LAR;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-coxa-e-sobrecoxa-com-pele-pacote-lar-ave-congelado/376252
376545;ASA DE FRANGO PACOTE - LAR;A Asa de Frango Pacote Lar é ideal para receitas práticas e saborosas, como aperitivos e porções. Congelada e embalada com qualidade, mantém o frescor e a suculência do frango. Perfeita para bares, restaurantes e cozinhas industriais. Garanta para o seu negócio. Origem: Ave;;;LAR;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/asa-de-frango-pacote-lar-ave-congelado/376545
376546;SASSAMI DE FRANGO ENVELOPADO PACOTE - LAR;O sassami de frango envelopado em pacotes é perfeito para estabelecimentos que necessitam de produtos prontos para preparo rápido e uniforme. Congelado e padronizado, proporciona praticidade, higiene e consistência no sabor, ideal para grelhados, frituras ou pratos elaborados, otimizando tempo de preparo e garantindo qualidade em cada porção servida. Origem: Ave | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;;;LAR;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/sassami-de-frango-envelopado-pacote-lar-ave-congelado/376546
376566;PERNIL SEM OSSO E SEM PELE - SEARA;O Pernil Sem Osso e Sem Pele da Seara é um corte suculento, ideal para assados. Com sabor marcante e carne macia, este produto é perfeito para diversas preparações, proporcionando uma experiência saborosa. Congelado para garantir frescor e qualidade, é uma escolha prática para quem busca um corte versátil na cozinha. Origem: Suíno;0789490420610;;SEARA;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/pernil-sem-osso-e-sem-pele-seara-suino-congelado/376566
376668;SALSICHA BORDON (180G) - BORDON;Salsicha Bordon em embalagem de 180g, prática e saborosa, ideal para lanches rápidos. Produto armazenado em temperatura ambiente. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 0;0789603123208;;BORDON;Embutidos e Processados;Temperatura Ambiente;180 g;4.320 kg (Caixa);https://www.friboionline.com.br/product/salsicha-bordon-180g-bordon-industrializado-ambiente/376668
376670;SALSICHA (180G) - ANGLO;A Salsicha Anglo de 180g é uma deliciosa opção de lanche, oferecendo sabor e praticidade. Com uma textura suave e um sabor característico, é ideal para sanduíches e aperitivos. Armazenada em temperatura ambiente, garante facilidade de uso e versatilidade em diferentes preparações.;0789956724522;;ANGLO;Aves;Temperatura Ambiente;180 g;4.320 kg (Caixa);https://www.friboionline.com.br/product/salsicha-180g-anglo-industrializado-ambiente/376670
376736;FILÉ DE PANGA PREMIUM IQF - PLANALTO;O Filé de Panga Premium IQF da Planalto é um pescado de alta qualidade, ideal para frituras e grelhados. Com sabor delicado e textura firme, é uma escolha saudável e prática para o dia a dia. Vindo em embalagens IQF, oferece frescor e conveniência, com 18 a 20 unidades por caixa, permitindo uma variedade de preparos saborosos e nutritivos. Origem: Pescado | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 20;;;PLANALTO;Pescados;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-panga-premium-iqf-planalto-pescado-congelado/376736
376785;COXINHA DE ASA DE FRANGO (20KG) PACOTE - LAR;A Coxinha da Asa de Frango Lar é muito apreciada pelo sabor e suculência, sendo ideal para frituras, churrasco e petiscos. Atende bares, restaurantes e operações de alto giro, garantindo padronização, qualidade e excelente aceitação do consumidor. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 34;;;LAR;Aves;Congelado;20 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/coxinha-de-asa-de-frango-20kg-pacote-lar-ave-congelado/376785
376808;PERNIL SUÍNO SEM OSSO TEMPERADO - SAUDALI;O Pernil Suíno Temperado Saudali é prático, saboroso e pronto para assar. Ideal para restaurantes, eventos e varejo. Produto congelado, com tempero equilibrado e ótimo rendimento por peça. Origem: Suíno | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 12;0789822938088;;SAUDALI;Suínos;Congelado;;12.000 kg (Caixa);https://www.friboionline.com.br/product/pernil-suino-sem-osso-temperado-saudali-suino-congelado/376808
377021;COXA DE FRANGO COM OSSO PACOTE - LAR;A Coxa de Frango com Osso Pacote Lar é uma opção prática e saborosa, ideal para assados e cozidos. Congelada e embalada em pacotes resistentes, oferece padronização e rendimento. Perfeita para food service, açougues e distribuidores. Ideal para o seu negócio. Origem: Ave | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 20;0789641972408;;LAR;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-de-frango-com-osso-pacote-lar-ave-congelado/377021
377034;PICANHA A ANGUS FEEDLOT MATURADA (1,0 A 1,4KG) URUGUAIA - LAS PIEDRAS;A Picanha Angus Feedlot Maturada (1,0 a 1,4kg) Uruguaia - Las Piedras é um corte premium e suculento, ideal para churrascos e ocasiões especiais. Com 3 a 8 unidades por caixa, oferece qualidade excepcional. Proveniente de bovinos Angus com certificação Uruguaia, garante um sabor inconfundível e uma experiência gastronômica rica em cada refeição. Origem: Bovino | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 8;;;LAS PIEDRAS;Bovinos;Congelado;1.4 kg;10.500 kg (Caixa);https://www.friboionline.com.br/product/picanha-angus-feedlot-maturada-1-0-a-1-4kg-uruguaia-las-piedras-bovino-congelado/377034
377036;PICANHA A ANGUS FEEDLOT MATURADA (1,4 A 1,8KG) URUGUAIA - LAS PIEDRAS;A Picanha Angus Feedlot Maturada (1,4 a 1,8kg) Uruguaia da Las Piedras é um corte premium, perfeito para quem busca uma experiência gastronômica diferenciada. Com sua maturação, proporciona um sabor intenso e suculento. Com a certificação uruguaia, cada embalagem contém de 3 a 8 unidades, garantindo frescor e qualidade excepcionais. Origem: Bovino | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 8;;;LAS PIEDRAS;Bovinos;Congelado;1.8 kg;10.500 kg (Caixa);https://www.friboionline.com.br/product/picanha-angus-feedlot-maturada-1-4-a-1-8kg-uruguaia-las-piedras-bovino-congelado/377036
377038;PICANHA A ANGUS FEEDLOT MATURADA (ACIMA DE 1,8KG) URUGUAIA - LAS PIEDRAS;A Picanha Angus Feedlot Maturada (Acima de 1,8kg) Uruguaia - Las Piedras é um corte robusto e delicioso, perfeito para churrascos e preparações especiais. Com 8 a 12 unidades por caixa, oferece qualidade excepcional. Originária de bovinos Angus com certificação Uruguaia, garante um sabor marcante e uma experiência gastronômica inesquecível em cada prato. Origem: Bovino | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 12;;;LAS PIEDRAS;Bovinos;Congelado;1.8 kg;12.500 kg (Caixa);https://www.friboionline.com.br/product/picanha-angus-feedlot-maturada-acima-de-1-8kg-uruguaia-las-piedras-bovino-congelado/377038
377051;MAMINHA MATURADA - LAS PIEDRAS;A Maminha Maturada da Las Piedras é um corte bovino de origem uruguaia certificado, ideal para preparações suculentas e macias. Congelada, está disponível em caixas com quantidade mínima de 3 unidades e máxima de 8 unidades. Origem: Bovino | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 8;;;LAS PIEDRAS;Bovinos;Congelado;;10.500 kg (Caixa);https://www.friboionline.com.br/product/maminha-maturada-las-piedras-bovino-congelado/377051
377082;COXA E SOBRECOXA DE FRANGO INDIVIDUAL PACOTE - NATURAVES;A Coxa e Sobrecoxa de Frango Individual Naturaves oferece praticidade, padronização e excelente suculência. Ideal para assados, frituras e grelhados. Produto congelado, com fácil porcionamento. Origem: Ave | Quantidade Mínima da Caixa: 20 | Quantidade Máxima da Caixa: 21;0789856123084;;NATURAVES;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-de-frango-individual-pacote-naturaves-ave-congelado/377082
377084;FILÉ DE PEITO DE FRANGO INDIVIDUAL PACOTE - NATURAVES;O filé de peito de frango individual congelado é perfeito para estabelecimentos que buscam cortes padronizados e prontos para preparo rápido. Mantém suculência, sabor e textura uniforme, sendo ideal para grelhar, fritar ou assar, garantindo eficiência e consistência no preparo de pratos. Origem: Ave | Quantidade Mínima da Caixa: 21 | Quantidade Máxima da Caixa: 22;0789856123081;;NATURAVES;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-peito-de-frango-individual-pacote-naturaves-ave-congelado/377084
377085;PEITO DE FRANGO COM OSSO INDIVIDUAL PACOTE - NATURAVES;O Peito de Frango com Osso Individual Naturaves é suculento e saboroso. Ideal para assados e preparações tradicionais. Produto congelado, indicado para varejo e food service. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 21;0789856123077;;NATURAVES;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/peito-de-frango-com-osso-individual-pacote-naturaves-ave-congelado/377085
377086;LINGUIÇA SUÍNA PARA CHURRASCO PACOTE (5KG) - SUINCO;Linguiça suína para churrasco em pacote (5kg), congelada, saborosa e prática, perfeita para grelhados e eventos no seu estabelecimento. Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 3;0789895083325;;SUINCO;Embutidos e Processados;Congelado;5 kg;15.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-suina-para-churrasco-pacote-5kg-suinco-industrializado-congelado/377086
377089;COSTELA SUÍNA - SUINCO;A Costela Suína Suinco é um corte saboroso e suculento, ideal para churrasco, assados e pratos especiais. Com bom teor de gordura, proporciona maciez e sabor marcante, sendo uma excelente escolha para food service e varejo. Origem: Suíno;0789895083307;;SUINCO;Bovinos;Congelado;;1.000 kg (Caixa);https://www.friboionline.com.br/product/costela-suina-suinco-suino-congelado/377089
377092;PICANHA SUÍNA TEMPERADA - SUINCO;A Picanha Suína Temperada Suinco é macia, saborosa e prática. Ideal para grelha, forno ou churrasqueira. Produto congelado, com tempero balanceado e alto apelo comercial. Origem: Suíno | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 16;0789895083391;;SUINCO;Bovinos;Congelado;;1.000 kg (Caixa);https://www.friboionline.com.br/product/picanha-suina-temperada-suinco-suino-congelado/377092
377205;PRESUNTO COZINHA PREMIADA - SUINCO;O Presunto Cozinha Premiada - Suinco é uma opção prática e saborosa, ideal para lanches e refeições rápidas. Com 1 a 2 unidades por caixa, oferece qualidade e frescor excepcionais. Proveniente de ingredientes selecionados, garante um sabor inconfundível e uma experiência gastronômica rica em cada fatia, tornando-se uma excelente escolha para o dia a dia. Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 2;0789895083337;;SUINCO;Embutidos e Processados;Resfriado;;7.000 kg (Caixa);https://www.friboionline.com.br/product/presunto-cozinha-premiada-suinco-industrializado-resfriado/377205
377278;FRALDA RED MATURADA URUGUAIA - PANDO;A Fralda Red Maturada Uruguaia - Pando é um corte suculento e saboroso, ideal para grelhar e assar. Com 8 a 14 unidades por caixa, oferece qualidade excepcional. Originária de bovinos com certificação Uruguaia, garante um sabor intenso e uma experiência gastronômica rica em nutrientes em cada refeição. Origem: Bovino | Quantidade Mínima da Caixa: 8 | Quantidade Máxima da Caixa: 14;;;PANDO;Bovinos;Congelado;;15.000 kg (Caixa);https://www.friboionline.com.br/product/fralda-red-maturada-uruguaia-pando-bovino-congelado/377278
377458;FILÉ DE POLACA DO ALASCA PACOTE IQF - JETFISH;O Filé de Polaca do Alasca Pacote IQF Jetfish é um pescado de qualidade internacional, congelado individualmente para preservar textura e sabor. Ideal para restaurantes, peixarias e cozinhas profissionais que buscam excelência e praticidade. Garanta já para o seu negócio. Origem: Pescado;;;JETFISH;Pescados;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/file-de-polaca-do-alasca-pacote-iqf-jetfish-377458-pescado-congelado/377458
377561;LINGUIÇA CHURRASCO MISTA PACOTE (5KG) - LEBON;A Linguiça Churrasco Mista Pacote (5kg) - Lebon é uma escolha deliciosa e prática para suas reuniões. Com 4 unidades por caixa, essa linguiça, proveniente de ingredientes selecionados, oferece um sabor inigualável e a versatilidade que você precisa para um churrasco perfeito. Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789658952020;;LEBON;Suínos;Congelado;5 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-churrasco-mista-pacote-5kg-lebon-industrializado-congelado/377561
377562;LINGUIÇA MISTA PACOTE (5KG) - FRANGOSUL;A Linguiça Mista Frangosul é uma opção versátil e saborosa para o seu negócio. Produzida com ingredientes selecionados, oferece um sabor equilibrado que agrada aos mais diversos paladares. A embalagem de 5kg é econômica e ideal para operações de Food Service que demandam volume e qualidade. Este produto congelado e industrializado é perfeito para churrascos, refeições em família e preparos variados em restaurantes e lanchonetes. A Frangosul entrega um produto confiável que traz praticidade para a cozinha profissional. Origem: Industrializado | Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789658952058;;FRANGOSUL;Aves;Congelado;5 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-mista-pacote-5kg-frangosul-industrializado-congelado/377562
377615;LINGUIÇA SUÍNA PACOTE (5KG) - LEBON;A Linguiça Suína Pacote (5kg) - Lebon é uma opção deliciosa e prática, ideal para churrascos e grelhados. Com 4 unidades por caixa, essa linguiça de alta qualidade oferece um sabor inconfundível e a versatilidade que você precisa para criar pratos deliciosos. Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789658952064;;LEBON;Suínos;Congelado;5 kg;20.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-suina-pacote-5kg-lebon-industrializado-congelado/377615
377625;COXA E SOBRECOXA INDIVIDUAL PACOTE - GUIBON;A Coxa e Sobrecoxa Individual - Guibon é uma escolha saborosa e prática, ideal para grelhar e assar. Com 18 a 22 unidades por caixa, essa carne de ave oferece frescor e qualidade, perfeita para quem busca refeições nutritivas e saborosas . Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 22;0789893615239;;GUIBON;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-individual-pacote-guibon-ave-congelado/377625
377742;LINGUIÇA CALABRESA (2,5KG) - FRIALL;A linguiça calabresa possui sabor defumado característico e tempero equilibrado, sendo ideal para grelhados, frituras e diversas receitas. Apresenta ótima suculência e excelente rendimento, garantindo padronização e praticidade no preparo. Origem: Suíno | Quantidade Mínima da Caixa: 4 | Quantidade Máxima da Caixa: 4;0789461113475;;HG FOODS;Suínos;Resfriado;2.5 kg;10.000 kg (Caixa);https://www.friboionline.com.br/product/linguica-calabresa-25kg-friall-suino-resfriado/377742
377743;COPA LOMBO SUÍNO - FRIALL;A Copa Lombo Suíno - Friall é um corte nobre e suculento, ideal para assados e grelhados. Com 12 unidades por caixa, essa carne suína oferece frescor e qualidade, perfeita para quem busca uma refeição cheia de sabor e tradição. Origem: Suíno | Quantidade Mínima da Caixa: 12 | Quantidade Máxima da Caixa: 12;0789461114891;;FRIALL;Suínos;Congelado;;25.000 kg (Caixa);https://www.friboionline.com.br/product/copa-lombo-suino-friall-suino-congelado/377743
377746;LOMBO SUÍNO - FRIALL;O Lombo Suíno da Friall é um corte suculento e versátil, ideal para assados e grelhados. Com sua maciez e sabor característico, é uma excelente escolha para diferentes preparações. Cada embalagem contém de 13 a 15 unidades, garantindo frescor e qualidade em cada refeição, tornando seus momentos à mesa ainda mais especiais. Origem: Suíno | Quantidade Mínima da Caixa: 13 | Quantidade Máxima da Caixa: 15;0789461114903;;FRIALL;Suínos;Congelado;;24.000 kg (Caixa);https://www.friboionline.com.br/product/lombo-suino-friall-suino-congelado/377746
377772;QUEIJO MUSSARELA (4KG) - DAVACA;O Queijo Mussarela (4kg) - Davaca é uma opção deliciosa e versátil, ideal para uma variedade de pratos. Com 3 unidades por caixa, esse queijo resfriado oferece qualidade e frescor, perfeito para quem busca um sabor autêntico em suas receitas. Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 3;0789731853540;;DAVACA;Outros;Resfriado;4 kg;12.000 kg (Caixa);https://www.friboionline.com.br/product/queijo-mussarela-4kg-davaca-lacteos-resfriado/377772
377804;FILÉZINHO SASSAMI INDIVIDUAL PACOTE - RICO;FILÉZINHO SASSAMI INDIVIDUAL PACOTE - RICO. Corte de frango congelado, embalado individualmente. Produto prático para restaurantes, bares e cozinhas industriais. Origem: Ave | Quantidade Mínima da Caixa: 18 | Quantidade Máxima da Caixa: 22;0789779120103;;RICO;Aves;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-sassami-individual-pacote-rico-ave-congelado/377804
377857;CARNE EM CONSERVA TRADICIONAL (320G) - ANGLO;Carne em Conserva Tradicional (320g) Anglo: A Carne em Conserva Tradicional da Anglo é uma opção prática e saborosa, perfeita para quem busca uma refeição rápida. Com 320g, é ideal para ser acompanhada com arroz ou purê, proporcionando uma refeição completa em minutos. Armazenada em temperatura ambiente, é fácil de estocar e usar. Um produto que garante sabor e qualidade, sempre pronto para ser servido.;0789956724585;;ANGLO;Outros;Temperatura Ambiente;320 g;7.680 kg (Caixa);https://www.friboionline.com.br/product/carne-em-conserva-tradicional-320g-anglo-industrializado-ambiente/377857
377862;BARRIGA COM PELE - SEARA;A Barriga com Pele da Seara é uma escolha deliciosa para quem aprecia o sabor da carne suína. Ideal para assados ou como base para pratos saborosos, cada caixa contém entre 3 e 4 unidades, garantindo qualidade e praticidade na sua cozinha. Experimente e surpreenda-se com o sabor! Origem: Suíno | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 4;0789490462570;;SEARA;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/barriga-com-pele-seara-suino-congelado/377862
378117;COXA E SOBRECOXA INDIVIDUAL PACOTE - MAURICEA;COXA E SOBRECOXA INDIVIDUAL PACOTE - MAURICEA. Corte de frango congelado em embalagem prática. Excelente para restaurantes, varejo e food service, oferecendo praticidade no preparo de refeições variadas. Origem: Ave | Quantidade Mínima da Caixa: 1 | Quantidade Máxima da Caixa: 1;0789813697398;;MAURICEA;Aves;Congelado;;18.000 kg (Caixa);https://www.friboionline.com.br/product/coxa-e-sobrecoxa-individual-pacote-mauricea-ave-congelado/378117
378132;COSTELINHA SUÍNA (SERRADA) - FRIALL;A Costelinha Suína (Serrada) da Friall é um corte suculento e cheio de sabor, perfeito para assados e grelhados. Proveniente de suínos de qualidade, cada caixa contém 11 unidades, garantindo frescor e praticidade para suas receitas. Prepare momentos saborosos com essa deliciosa opção! Origem: Suíno | Quantidade Mínima da Caixa: 11 | Quantidade Máxima da Caixa: 11;0789461114905;;FRIALL;Bovinos;Congelado;;23.000 kg (Caixa);https://www.friboionline.com.br/product/costelinha-suina-serrada-friall-suino-congelado/378132
378312;PALETA SUÍNA SEM OSSO E SEM PELE - ALIBEM;A Paleta Suína sem Osso e sem Pele da Alibem é perfeita para pratos suculentos e cheios de sabor. Ideal para assados e cozidos, cada caixa contém 3 unidades, proporcionando frescor e praticidade. Descubra o prazer de cozinhar com essa opção de qualidade e sabor! Origem: Suíno | Quantidade Mínima da Caixa: 3 | Quantidade Máxima da Caixa: 3;0789833558427;;ALIBEM;Bovinos;Congelado;;20.000 kg (Caixa);https://www.friboionline.com.br/product/paleta-suina-sem-osso-e-sem-pele-alibem-suino-congelado/378312
378365;FILÉZINHO SUÍNO SEM OSSO - ALIBEM;O filezinho suíno sem osso é um corte nobre, conhecido pela maciez, baixo teor de gordura e sabor delicado. Ideal para grelhados, medalhões, assados e receitas variadas, proporciona excelente rendimento e facilidade de preparo. Sua textura uniforme garante ótimo resultado em diferentes aplicações. Origem: Suíno | Quantidade Mínima da Caixa: 35 | Quantidade Máxima da Caixa: 45;;;TERCEIROS;Suínos;Congelado;;10.000 kg (Caixa);https://www.friboionline.com.br/product/filezinho-suino-sem-osso-alibem-suino-congelado/378365
378371;FRANGO À PASSARINHO PACOTE - C.VALE;FRANGO À PASSARINHO PACOTE - C.VALE. Corte de frango congelado em pedaços, pronto para fritura. Ideal para bares, restaurantes e cozinhas industriais. Origem: Ave | Quantidade Mínima da Caixa: 15 | Quantidade Máxima da Caixa: 15;;;C.VALE;Aves;Congelado;;15.000 kg (Caixa);https://www.friboionline.com.br/product/frango-a-passarinho-pacote-cvale-ave-congelado/378371
